revenue,App Usage,months,eqpdays,Mobile,Married,isMale,pcown,Credit Card,Retention Calls,churndep
27.55,13,10,170,1,0,0,0,0,0,0
34.48,0,15,173,1,0,0,0,1,0,0
82.17,10.67,6,181,1,0,0,1,0,0,0
43.68,3.67,9,193,1,0,0,0,0,0,0
110.28,10.33,11,185,1,1,0,1,1,0,0
50.25,43.67,18,223,1,1,0,0,1,0,0
30.26,17,18,171,1,0,0,1,0,0,0
64.4,34.33,8,162,1,0,0,1,0,0,0
37.53,0,8,213,1,0,0,1,0,0,0
38.72,4.33,15,208,1,1,1,0,1,0,0
15.38,21.33,16,183,1,0,0,0,1,0,0
57.99,0.67,9,192,1,0,0,0,0,0,0
31.84,15.33,10,214,1,0,0,0,0,0,0
32.29,12.67,31,209,1,0,0,1,0,0,0
50.79,28.67,9,224,1,0,0,0,0,0,0
63.89,40,33,197,1,0,0,0,0,0,0
34.53,0,14,212,1,1,0,1,1,0,0
43.24,5.67,15,176,1,1,0,1,1,0,0
41.51,1.33,13,191,1,0,0,0,1,0,0
33.39,4.33,38,220,1,1,0,1,1,0,0
63.79,21,9,224,1,0,0,0,0,0,0
30.24,16,15,175,1,1,0,0,1,0,0
57.96,52.33,13,156,1,0,0,0,1,0,0
23.65,9.67,9,192,1,0,0,0,0,0,0
77.72,11.33,8,152,1,0,0,0,0,0,0
50.49,16.67,15,188,1,0,0,0,1,0,0
29.99,12.67,15,212,1,1,0,1,1,0,0
54.1,15,13,204,1,1,0,1,1,0,0
40.03,18.67,9,165,1,0,0,1,0,0,0
60.09,11.33,8,163,1,0,0,0,0,0,0
54.32,9,14,160,1,0,0,1,1,0,0
57.62,10.33,7,215,1,0,0,1,0,0,0
47.79,37,13,153,1,0,0,0,0,0,0
39.99,2,11,160,1,0,0,0,0,0,0
35.8,6,10,152,1,0,0,0,0,0,0
50.79,67.67,16,179,1,0,0,1,0,0,0
35.17,0,15,195,1,0,1,1,1,0,0
29.64,0,15,162,1,0,0,0,1,0,0
9.76,2,16,207,1,1,0,1,1,0,0
24.1,0.33,15,150,1,0,0,1,1,0,0
42.26,19,14,173,1,0,0,1,1,0,0
36.02,11,9,175,1,0,0,0,0,0,0
31.96,13.67,14,177,1,1,0,1,1,0,0
71.14,17.67,7,179,1,0,0,0,0,0,0
34.99,19.33,9,168,1,0,0,0,0,0,0
79.95,34,8,184,1,0,0,0,0,0,0
70.03,40,15,221,1,0,0,1,1,0,0
134.2,38.67,9,186,1,1,0,1,1,0,0
31.67,8.33,14,171,1,0,0,1,1,0,0
49.99,0,14,171,1,0,0,1,1,0,0
11.8,8.33,15,170,1,1,1,0,1,0,0
47.21,0,14,166,1,1,0,0,1,0,0
59.85,49,9,221,1,0,0,1,0,0,0
73.89,41.33,13,198,1,0,0,1,1,0,0
89.38,10.67,9,206,1,0,0,1,0,0,0
52.02,35,18,198,1,1,0,0,1,0,0
81.23,0,12,172,1,1,0,0,1,0,0
75.25,11.33,13,189,1,0,0,0,1,0,0
103.53,8.33,10,205,1,0,0,1,1,0,0
30,3.33,29,170,1,1,0,0,1,0,0
65.67,38,42,151,1,0,0,0,1,0,0
32.58,0,15,158,1,1,0,0,1,0,0
37.52,11.67,10,181,1,0,0,1,0,0,0
30.24,9.67,10,215,1,0,0,1,0,0,0
33.99,0,14,212,1,1,0,1,1,0,0
33.46,12,11,203,1,1,0,1,0,0,0
30.26,3.67,14,153,1,0,0,1,1,0,0
38.08,9,18,210,1,1,0,1,1,0,0
40.41,12.67,8,161,1,0,0,1,0,0,0
30.24,10,16,204,1,0,0,1,1,0,0
61.79,27.33,16,213,1,0,0,1,1,0,0
64.87,31,16,222,1,1,0,0,1,0,0
60.99,8.67,7,190,1,1,0,0,0,0,0
151.29,60,8,172,1,1,0,1,1,0,0
91.65,68,9,197,1,0,0,0,0,0,0
50.24,16,8,163,1,0,0,1,0,0,0
39.99,12,10,195,1,0,0,1,0,0,0
111.39,14.67,6,175,1,0,0,1,0,0,0
39.99,46.33,17,165,1,0,0,0,1,0,0
31.18,3.67,26,206,1,1,0,1,1,0,0
28.27,2,9,219,1,0,0,1,0,0,0
79.93,74.67,13,182,1,0,0,0,0,0,0
97.09,58.67,13,215,1,0,0,1,1,0,0
30.72,4,14,177,1,1,0,0,1,0,0
42.87,30.67,23,190,1,1,0,0,1,0,0
39.14,9.67,40,210,0,0,0,1,1,0,0
85.99,37,12,199,1,1,0,0,1,0,0
76.91,26,7,192,1,0,0,1,0,0,0
50.25,5.33,24,224,1,0,1,1,1,0,0
58.44,80.67,28,163,1,0,0,1,0,0,0
76.82,0,11,191,1,1,0,1,1,0,0
42.87,0,14,159,1,1,0,1,1,0,0
54.57,37,26,209,1,0,0,0,0,0,0
113.36,44.67,8,198,1,0,0,0,0,0,0
113.12,0,10,214,1,0,1,1,1,0,0
111.28,15,6,156,1,1,0,0,0,0,0
10,0,15,170,1,0,0,0,1,0,0
11.9,3.67,17,219,1,1,0,0,1,0,0
54.4,5,13,176,1,1,0,1,1,0,0
47.36,10.33,8,205,1,0,0,0,0,0,0
40.25,9.67,9,179,1,1,0,1,0,0,0
45.71,24,9,219,1,0,0,0,0,0,0
62.17,92.33,10,216,1,0,0,0,0,0,0
35.73,28.67,15,189,1,0,0,0,1,0,0
24.79,11.33,10,222,1,0,0,0,0,0,0
11.58,21,17,167,1,1,0,1,1,0,0
80.03,56.67,13,158,1,0,0,1,1,0,0
79.88,59,14,168,1,0,0,0,0,0,0
86.1,9.33,7,161,1,0,0,1,0,0,0
14.11,3.67,15,200,1,0,0,1,1,0,0
37.6,0,14,172,1,1,0,0,1,0,0
97.16,0,11,208,1,0,0,0,1,0,0
30.18,7.33,25,210,1,0,0,1,1,0,0
23.97,48.67,12,187,1,0,0,0,0,0,0
60.17,27,9,174,1,0,0,0,0,0,0
49.47,30.33,15,183,1,1,0,0,1,0,0
317.38,22,17,163,1,0,0,0,0,0,0
134.06,0,9,166,1,0,1,1,1,0,0
75.77,27,7,160,1,0,0,0,0,0,0
38.92,19.67,13,153,1,1,0,0,1,0,0
130.28,7.33,9,174,1,0,0,0,1,0,0
80.64,59.67,8,189,1,0,0,0,0,0,0
81.29,42.67,13,177,1,0,0,1,0,0,0
30.51,1,21,186,1,1,0,0,1,0,0
115.57,22.33,7,150,1,0,0,0,0,0,0
46.42,22.33,8,213,1,0,0,0,0,0,0
37.39,31.33,34,183,1,1,0,1,1,0,0
55.41,113.33,22,173,1,1,0,1,1,0,0
82.4,13,6,184,1,1,0,1,0,0,0
30.25,15.33,21,183,1,1,0,0,1,0,0
57.82,10,7,193,1,0,1,1,0,0,0
17.13,2,15,222,1,1,0,0,1,0,0
89.21,18,13,154,1,1,0,0,1,0,0
10.15,6,16,197,1,1,0,0,1,0,0
82.5,58.67,12,211,1,1,0,0,1,0,0
71.15,34.33,6,191,1,0,0,0,0,0,0
60.23,6.33,9,177,1,0,0,1,0,0,0
31.97,0.33,16,184,1,1,1,1,1,0,0
94.17,13.67,12,164,1,0,0,1,1,0,0
74.64,0,12,182,1,1,0,1,1,0,0
35.77,2.67,14,183,1,0,0,1,1,0,0
37.17,67,12,205,1,0,0,1,0,0,0
33.24,8,17,156,1,0,0,0,1,0,0
31.5,0,9,198,1,0,0,1,0,0,0
16.27,15.67,20,188,1,0,0,0,0,0,0
118.42,35,11,218,1,1,0,1,1,0,0
62.94,1.33,7,194,1,0,0,1,0,0,0
30.49,30,11,162,1,0,0,0,0,0,0
45.54,21.33,9,183,1,0,0,0,0,0,0
59.57,50,21,180,1,0,0,1,1,0,0
39.59,15.33,9,153,1,0,0,1,0,0,0
106.07,47,10,215,1,0,0,1,0,0,0
51.03,49.67,15,167,1,0,0,0,1,0,0
29.99,0,14,180,1,1,1,1,1,0,0
33.99,0,15,180,1,0,0,0,1,0,0
86.24,0,12,179,1,0,0,0,1,0,0
54.09,13.67,8,154,1,0,0,1,0,0,0
97.22,28.67,25,199,1,1,1,0,1,0,0
54.73,46,10,212,1,0,0,0,0,0,0
128.22,60.67,12,159,1,0,0,1,1,0,0
30.09,0.67,15,157,1,0,1,0,1,0,0
27.27,2,15,205,1,0,0,0,1,0,0
30,0.67,15,191,1,0,0,1,1,0,0
51.23,19.67,16,219,1,0,0,0,1,0,0
19.07,7.67,9,153,1,0,0,0,0,0,0
84.74,25,13,202,1,1,0,1,1,0,0
37.7,14.67,17,171,1,0,0,1,0,0,0
31.43,12.33,14,151,1,0,0,0,1,0,0
85.56,12.67,13,164,1,0,0,1,1,0,0
14.31,2.67,15,166,1,1,0,0,1,0,0
90.57,19.33,12,215,1,0,0,1,0,0,0
36.53,17,9,169,1,0,0,0,0,0,0
32.48,0,9,179,1,0,0,1,0,0,0
30.26,0,14,191,1,0,0,0,1,0,0
30.26,0,8,179,1,0,0,1,0,0,0
58.3,25,9,212,1,0,0,1,0,0,0
55.14,15.67,11,206,1,0,0,0,0,0,0
33.98,25,16,225,1,1,1,0,1,0,0
36.12,21.33,30,152,1,0,0,0,0,0,0
51.23,11.67,14,152,1,1,0,1,1,0,0
37.49,11,8,217,1,1,0,1,0,0,0
54.19,28,14,211,1,0,0,0,1,0,0
51.14,0,14,171,1,1,0,1,1,0,0
60.77,5.67,9,165,1,0,0,1,0,0,0
35.25,1,10,152,1,0,0,1,0,0,0
10.04,1.67,15,169,1,1,0,0,1,0,0
39.99,0,14,190,1,0,1,1,1,0,0
14,0,16,184,1,1,0,0,1,0,0
34.73,0,15,200,1,0,0,1,1,0,0
57.98,64,15,220,1,0,0,1,1,0,0
34.91,0.67,13,179,1,0,0,1,1,0,0
30.58,2.33,8,223,1,0,0,0,0,0,0
37.33,0,9,156,1,0,0,0,0,0,0
13.76,0,16,211,1,1,0,1,1,0,0
56.66,5,9,170,1,0,0,1,0,0,0
69.89,57,37,155,1,0,0,0,1,0,0
31.85,10,15,162,1,1,0,1,1,0,0
63.24,6,7,175,1,0,0,0,0,0,0
62.3,14.67,13,168,1,1,0,1,1,0,0
32.73,24.33,15,203,1,0,0,0,1,0,0
34.99,16,14,205,1,0,0,0,1,0,0
49.11,4.67,9,153,1,0,0,0,0,0,0
101.51,136,15,171,1,1,1,0,1,0,0
35.78,3,8,202,1,0,0,0,0,0,0
80.32,95.67,10,209,1,0,0,1,0,0,0
64.93,10.33,7,223,1,0,0,1,0,0,0
53.69,4.33,13,152,1,1,0,0,1,0,0
60.45,42,13,150,1,0,0,1,1,0,0
78.83,11.33,8,185,1,0,0,1,0,0,0
38.25,13,8,210,1,0,0,1,0,0,0
17.45,10.67,15,187,1,0,0,1,1,0,0
128.55,93.33,10,204,1,0,0,0,0,0,0
34.98,60,14,178,1,0,0,1,0,0,0
10.5,7.67,16,158,1,1,0,0,1,0,0
88.51,0,11,170,1,0,0,0,1,0,0
46.85,25,9,216,1,0,0,0,0,0,0
38.48,3,11,154,1,0,0,0,0,0,0
149.99,62.67,10,158,1,0,0,1,1,0,0
57.11,17.67,15,182,1,0,0,1,1,0,0
82.12,38.67,9,207,1,0,0,1,0,0,0
85.26,64,12,207,1,1,0,0,1,0,0
36.76,29,13,214,1,0,0,0,0,0,0
76.52,25.67,8,215,1,0,0,1,0,0,0
128.49,116,14,158,1,1,0,1,1,0,0
102.06,60.67,10,203,1,0,0,0,0,0,0
6.33,0,16,225,1,0,0,1,1,0,0
73.87,0,12,204,1,1,0,0,1,0,0
40.86,0,9,185,1,0,0,0,0,0,0
42.49,93.67,12,174,1,0,0,0,0,0,0
54.6,13.33,16,166,1,0,0,1,0,0,0
30.28,14.67,10,193,1,0,0,1,0,0,0
66.33,11,12,210,1,0,0,0,1,0,0
37.1,8.33,9,218,1,0,0,0,0,0,0
43.57,8.67,15,202,1,0,0,0,1,0,0
103.46,8,15,199,1,0,0,1,0,0,0
15.27,12.67,16,191,1,0,0,1,1,0,0
15.2,0,16,189,1,0,0,1,1,0,0
129.56,42,28,153,1,1,0,0,1,0,0
52.85,9,41,166,0,0,0,1,1,0,0
34.99,0,9,220,1,0,0,1,0,0,0
29.99,0,14,203,1,1,0,1,1,0,0
88.41,31.67,21,184,1,0,0,0,1,0,0
55.34,0,13,170,1,0,0,0,1,0,0
33.99,0,21,206,0,0,0,0,1,0,0
30.09,0.67,17,223,1,1,0,0,1,0,0
32.81,5.67,19,168,1,1,0,1,1,0,0
39.89,9,10,157,1,0,0,1,0,0,0
30.24,0.67,15,150,1,0,0,0,1,0,0
45.64,9.33,14,185,1,0,0,1,1,0,0
39.99,0,14,189,1,1,0,0,1,0,0
14,0,10,194,1,0,0,0,0,0,0
34.99,0.33,13,216,1,1,0,1,1,0,0
225.2,143.33,7,168,1,0,0,0,0,0,0
38.99,0,14,157,1,1,0,1,1,0,0
41.35,16,9,151,1,0,0,0,0,0,0
52.6,7,19,150,1,0,0,1,1,0,0
50.03,19.33,8,211,1,0,0,0,0,0,0
56.97,2.33,13,194,1,1,0,0,1,0,0
57,16,9,169,1,0,0,1,0,0,0
90.82,0,10,202,1,1,0,1,1,0,0
29.99,0,15,157,1,1,0,1,1,0,0
53.19,22.33,37,198,1,1,0,0,1,0,0
81.17,34,31,184,1,0,0,1,1,0,0
206.3,166,11,191,1,1,0,0,1,0,0
96.5,28.67,44,172,1,1,0,0,1,0,0
30.26,11.33,10,180,1,0,0,1,0,0,0
49.52,0,14,202,1,1,0,0,1,0,0
37.59,11.67,8,150,1,0,0,0,0,0,0
62.25,19.67,8,154,1,0,0,1,0,0,0
31.58,0,13,176,1,0,0,1,1,0,0
33.18,8.33,15,187,1,1,0,1,1,0,0
100.67,15.67,11,162,1,0,0,1,1,0,0
76.84,48.33,9,170,1,0,0,0,0,0,0
68.33,71.33,10,152,1,0,0,0,0,0,0
38.19,0.33,14,180,1,1,0,1,1,0,0
10,3.33,15,209,1,1,0,1,1,0,0
44.2,28.33,11,152,1,0,0,1,0,0,0
40.49,35.33,13,192,1,1,0,0,1,0,0
66.29,103.67,52,218,0,0,0,0,1,0,0
30.26,1,13,204,1,1,0,0,1,0,0
15.73,9,10,157,1,0,0,0,0,0,0
95.01,0,22,214,1,0,0,1,0,0,0
37.91,0,14,189,1,0,0,1,1,0,0
44.79,22.67,9,184,1,0,0,1,0,0,0
29.99,8.67,9,218,1,0,0,0,0,0,0
56.12,14,13,221,1,0,0,0,1,0,0
34.99,9.33,22,183,1,1,0,0,1,0,0
49.19,12,9,199,1,0,0,1,0,0,0
35.28,4.33,9,200,1,0,0,1,0,0,0
33.7,15.67,13,166,1,0,0,0,1,0,0
50.28,2.33,13,202,1,1,0,1,1,0,0
35.82,0,14,193,1,0,0,0,1,0,0
64.21,16,13,188,1,1,0,1,1,0,0
30.24,8,14,222,1,1,0,1,1,0,0
35.24,61,11,197,1,0,0,0,0,0,0
31.04,0,14,210,1,1,0,1,1,0,0
52.92,43.33,21,225,1,0,0,0,1,0,0
55.72,15.67,13,205,1,0,0,1,0,0,0
59.74,27.67,12,218,1,0,0,0,1,0,0
50.58,79,12,211,1,0,0,0,0,0,0
35.49,0,8,195,1,0,0,1,0,0,0
26.63,0,9,224,1,1,0,1,0,0,0
44.99,2.67,9,162,1,0,0,0,0,0,0
535.96,111,28,195,1,0,0,1,1,0,0
176.39,46.33,22,210,1,0,0,0,1,0,0
51.31,28.33,8,190,1,0,0,1,0,0,0
44.2,1,13,217,1,1,0,0,1,0,0
55.23,1.67,7,215,1,1,0,0,0,0,0
69.92,29,7,176,1,0,1,0,0,0,0
33.85,7,15,151,1,0,0,0,1,0,0
52.73,19,14,176,1,0,0,0,1,0,0
96.95,32.33,12,171,1,0,0,1,0,0,0
9.5,0.33,14,188,1,1,0,0,1,0,0
59.07,81.67,11,180,1,0,0,0,0,0,0
7.13,9.67,17,201,1,1,0,1,1,0,0
29.99,0,15,167,1,1,0,0,1,0,0
131.14,71,7,212,1,0,0,0,0,0,0
52.22,12,9,187,1,0,0,1,0,0,0
102.35,21,9,205,1,0,0,0,1,0,0
35.09,0,14,209,1,1,0,0,1,0,0
49.43,10.67,13,160,1,0,0,1,1,0,0
54.07,26.33,9,155,1,0,0,0,0,0,0
37.2,13,9,173,1,1,0,1,0,0,0
10,2,16,160,1,1,0,1,1,0,0
50.62,0,14,220,1,1,0,1,1,0,0
35.93,10.67,14,209,1,0,0,0,1,0,0
88.05,34.67,7,171,1,0,0,0,0,0,0
34.99,0,14,165,1,1,0,0,1,0,0
50.24,0,13,209,1,0,0,0,1,0,0
37.62,0,14,157,1,0,0,0,1,0,0
80.61,17.33,7,192,1,0,0,1,0,0,0
68.46,43.33,14,218,1,1,0,0,1,0,0
49.5,0,14,173,1,1,0,1,1,0,0
63.05,31.33,7,160,1,0,0,0,0,0,0
38.37,2.67,33,208,0,0,0,0,1,0,0
71.21,15.33,7,186,1,0,0,0,0,0,0
60.49,10.67,8,225,1,0,0,1,0,0,0
63,42.67,7,173,1,0,0,1,0,0,0
80.67,52.33,7,180,1,0,0,0,0,0,0
52.93,9.67,9,203,1,1,0,1,0,0,0
55.91,62.67,9,165,1,0,0,0,0,0,0
10,2,11,183,1,0,0,0,0,0,0
95.14,0,19,186,1,0,0,1,1,0,0
34.99,1.33,9,172,1,0,0,0,0,0,0
18.9,7,10,160,1,0,0,0,0,0,0
32.78,0,8,179,1,0,0,0,0,0,0
128.66,27.33,9,224,1,0,0,0,1,0,0
51.14,16.67,14,156,1,1,0,1,1,0,0
32.56,27,15,194,1,1,0,1,1,0,0
39.07,0,14,219,1,0,1,1,1,0,0
33.52,18,18,181,1,0,0,1,0,0,0
30.14,0,15,162,1,0,0,1,1,0,0
39.91,0,8,179,1,0,0,0,0,0,0
115.4,16.67,9,185,1,0,0,1,1,0,0
49.99,2.67,8,207,1,0,0,0,0,0,0
128,49.67,12,174,1,0,0,0,1,0,0
120.94,10.33,9,151,1,1,0,0,1,0,0
22.1,0,10,186,1,0,0,0,0,0,0
20.82,2.33,15,225,1,0,0,0,1,0,0
29.99,2.33,9,177,1,0,0,1,0,0,0
37.86,0,14,156,1,1,0,0,1,0,0
102,22,12,163,1,0,0,0,1,0,0
16.82,3,16,166,1,0,0,1,1,0,0
10,7,10,158,1,0,0,0,0,0,0
26.74,15.67,14,193,1,0,0,1,1,0,0
10.8,0,16,212,1,1,1,1,1,0,0
65.47,3,12,202,1,1,0,0,1,0,0
43.23,39,15,204,1,1,0,0,1,0,0
30.28,16.67,14,192,1,0,0,0,1,0,0
26.66,4.67,16,218,1,1,0,0,1,0,0
37.71,11,8,193,1,0,0,1,0,0,0
30.83,3.33,13,176,1,0,0,1,1,0,0
50.25,15,38,187,1,1,0,1,1,0,0
37.57,4.67,14,160,1,1,0,0,1,0,0
35.49,22.67,10,178,1,0,0,0,0,0,0
65.64,0,13,171,1,1,0,1,1,0,0
63.79,19.33,13,167,1,1,0,1,1,0,0
35.56,3.33,14,185,1,1,0,0,1,0,0
12.98,6.67,9,184,1,0,0,1,0,0,0
52.11,233.33,25,210,1,0,0,1,1,0,0
40.55,13.67,9,196,1,0,0,1,0,0,0
60.24,1,8,177,1,0,0,0,0,0,0
47.56,60.67,16,152,1,0,1,0,1,0,0
30.7,10,14,191,1,1,0,1,1,0,0
45.73,15.67,9,187,1,0,0,1,0,0,0
38.55,1.67,21,222,1,0,0,0,1,0,0
36.1,49,13,190,1,0,0,0,0,0,0
39.85,6.33,14,216,1,1,0,0,1,0,0
50.49,0,13,164,1,1,0,0,1,0,0
34.24,2,14,221,1,0,0,0,1,0,0
51.69,4,14,204,1,1,0,0,1,0,0
53.24,2,13,150,1,0,0,0,1,0,0
121.51,57,14,207,1,0,0,0,1,0,0
36.07,6.33,8,180,1,0,0,0,0,0,0
9.59,39.33,17,169,1,1,0,0,1,0,0
30.48,11.33,14,208,1,0,0,1,1,0,0
26.74,1,14,205,1,1,0,1,1,0,0
72.91,21,6,224,1,0,0,0,0,0,0
30,8.67,13,196,1,0,0,0,1,0,0
30.32,6.67,8,217,1,0,0,0,0,0,0
153.23,78.67,11,182,1,0,0,1,1,0,0
31.21,8.33,8,183,1,0,0,1,0,0,0
58.98,4.67,12,165,1,1,1,1,1,0,0
47.77,23.67,14,157,1,0,0,1,1,0,0
35.54,25.67,10,223,1,1,0,0,0,0,0
33.76,1.33,14,171,1,0,0,0,1,0,0
98.68,44.33,6,152,1,0,0,0,0,0,0
13.6,11.67,14,185,1,1,0,0,1,0,0
51.82,5.33,7,195,1,0,0,0,0,0,0
62.49,6,12,224,1,1,0,0,1,0,0
37.78,5,9,159,1,0,0,0,0,0,0
59.99,4.67,7,186,1,0,0,1,0,0,0
58.73,12.67,12,153,1,0,0,1,1,0,0
29.99,8.33,14,184,1,0,0,0,1,0,0
65.71,23.33,7,192,1,0,0,1,0,0,0
53.51,34,13,207,1,0,0,1,1,0,0
44.37,50.67,15,192,1,1,0,1,1,0,0
58.58,0,12,160,1,0,0,1,1,0,0
30.73,0,14,199,1,1,0,0,1,0,0
14.21,1.33,14,185,1,1,0,0,1,0,0
99.32,44,8,213,1,0,0,0,0,0,0
35.24,2.33,8,178,1,0,0,1,0,0,0
29.99,0,15,219,1,1,0,0,1,0,0
23.67,32,11,165,1,0,0,0,0,0,0
58.04,26.33,16,184,1,0,0,0,1,0,0
57.69,85,16,199,1,0,0,0,1,0,0
34.99,0,14,168,1,0,0,1,1,0,0
85.44,37.33,14,225,1,0,0,0,1,0,0
10,2.33,16,186,1,1,1,1,1,0,0
63.82,90,12,158,1,1,0,0,1,0,0
10,0,14,213,1,0,0,0,1,0,0
59.26,17.33,13,175,1,0,0,1,1,0,0
49.99,4.67,7,222,1,0,0,0,0,0,0
50.44,49.67,12,219,1,0,0,1,1,0,0
34.99,10.33,9,179,1,0,0,0,0,0,0
30.19,2,9,158,1,0,0,0,0,0,0
44.51,0,14,166,1,1,0,0,1,0,0
30.15,2.33,9,177,1,0,0,1,0,0,0
60.27,17.67,14,206,1,0,0,0,1,0,0
39.83,1.33,14,167,1,0,0,1,1,0,0
70.69,23,7,168,1,1,0,1,0,0,0
48.58,0,13,214,1,0,0,1,1,0,0
29.99,2.67,15,156,1,0,0,0,1,0,0
146.32,14,14,151,1,0,0,1,1,0,0
42.19,6.67,34,173,1,0,0,0,0,0,0
40.49,29.67,10,209,1,0,0,1,0,0,0
157.46,81,8,161,1,1,0,0,1,0,0
36.51,0.67,13,214,1,0,0,0,1,0,0
10,4,16,169,1,1,0,0,1,0,0
49.99,11,12,157,1,0,0,1,1,0,0
46.94,0,14,187,1,0,1,0,1,0,0
30.07,30.33,11,223,1,0,0,1,0,0,0
53.24,14.67,15,200,1,1,0,1,1,0,0
48.43,1,7,160,1,0,0,1,0,0,0
59.75,57,9,193,1,0,0,1,0,0,0
75.66,37,6,185,1,0,0,0,0,0,0
40.49,13.67,14,217,1,1,1,1,1,0,0
30.33,4.33,25,214,1,0,0,1,1,0,0
61.72,3.33,12,156,1,0,0,0,1,0,0
40.42,10.67,8,211,1,0,0,1,0,0,0
43.64,13.33,7,211,1,0,0,0,0,0,0
99.6,22.67,32,181,1,1,0,1,1,0,0
43.94,21,19,160,1,0,0,0,0,0,0
73.32,70,9,215,1,0,0,0,0,0,0
35.24,20.67,11,179,1,0,0,1,0,0,0
45.35,7.33,9,218,1,0,0,1,0,0,0
156.19,97,10,172,1,0,0,1,1,0,0
16.32,12.67,14,157,1,0,0,1,1,0,0
40.09,5.33,19,211,1,0,0,1,0,0,0
35.78,0.67,9,205,1,1,0,0,0,0,0
41.44,0,13,192,1,1,0,0,1,0,0
36.25,4.67,14,158,1,0,0,1,1,0,0
30.73,0,14,198,1,0,0,0,1,0,0
52.2,2.33,8,150,1,0,0,0,0,0,0
96.13,48.67,7,176,1,0,0,1,0,0,0
46.54,16.33,12,210,1,1,0,0,1,0,0
46.85,39,27,193,1,1,0,1,1,0,0
40.78,0,8,208,1,1,0,1,0,0,0
55.65,14.67,12,174,1,0,0,1,1,0,0
55.66,4,12,216,1,1,0,0,1,0,0
53.78,29,8,171,1,0,0,1,0,0,0
102.29,32.33,11,196,1,1,0,0,1,0,0
80.26,30.67,12,224,1,0,0,0,1,0,0
67.95,33.33,13,193,1,1,0,1,1,0,0
81.8,25,11,154,1,0,0,1,1,0,0
41.01,5.67,7,207,1,0,0,1,0,0,0
113.11,38.67,30,212,1,1,0,0,1,0,0
30.24,0,14,204,1,1,0,1,1,0,0
29.99,3.33,15,158,1,0,0,1,1,0,0
36.65,0,8,210,1,0,0,1,0,0,0
149.49,35,8,193,1,0,0,0,1,0,0
55.22,8.67,12,197,1,0,0,0,1,0,0
34.99,13.33,31,200,1,1,0,0,1,0,0
55.59,21.67,7,151,1,0,0,1,0,0,0
66.61,33.33,7,184,1,0,0,1,0,0,0
56.45,0,13,185,1,0,0,0,1,0,0
26.49,9.33,10,225,1,0,0,0,0,0,0
59.99,0,23,155,1,0,0,1,0,0,0
30.49,8,15,157,1,1,0,1,1,0,0
69.8,29.33,11,198,1,0,0,0,0,0,0
29.99,0.67,14,212,1,1,0,1,1,0,0
91.45,44,7,205,1,0,0,0,0,0,0
29.05,8,14,197,1,0,0,1,1,0,0
46.63,38.33,15,161,1,0,0,1,1,0,0
10,0,15,213,1,1,0,0,1,0,0
93.68,66,9,152,1,0,0,0,0,0,0
77.54,14.67,7,200,1,0,0,0,0,0,0
60.72,0,7,170,1,0,0,0,0,0,0
72.28,12.33,6,158,1,0,0,1,0,0,0
88.85,64.67,8,166,1,0,0,1,0,0,0
29.42,6.67,13,196,1,0,0,1,1,0,0
67.81,37,9,210,1,0,0,1,0,0,0
73.38,34,12,208,1,0,0,1,1,0,0
33.5,17,8,156,1,0,0,0,0,0,0
60.51,0,13,177,1,0,0,0,1,0,0
37.46,7,9,193,1,0,0,1,0,0,0
85.11,0,10,158,1,0,0,0,1,0,0
41.12,58.67,9,192,1,0,0,0,0,0,0
73.46,8.67,13,217,1,1,1,0,1,0,0
23.74,5.33,10,181,1,0,0,1,0,0,0
43.13,0,8,186,1,0,0,0,0,0,0
15.6,5.33,14,164,1,1,0,1,1,0,0
43.69,8.67,13,220,1,0,0,0,1,0,0
66.69,79.33,7,222,1,1,0,0,0,0,0
12.91,2.67,15,184,1,1,0,1,1,0,0
39.19,0,14,202,1,1,0,1,1,0,0
29.99,0,14,169,1,1,1,1,1,0,0
39.3,28.33,25,221,1,0,0,0,1,0,0
11.62,12.67,14,202,1,1,0,1,1,0,0
38.49,3,17,188,1,0,0,0,0,0,0
60,13.67,11,190,1,1,0,0,1,0,0
75.34,45.33,8,198,1,0,0,0,0,0,0
16.09,16,14,219,1,0,0,1,1,0,0
31.2,14.33,11,191,1,1,0,0,0,0,0
33.98,3,13,150,1,0,0,1,1,0,0
40.66,6,8,195,1,0,0,1,0,0,0
62.96,37.67,13,153,1,0,0,1,0,0,0
33.61,12,14,205,1,0,0,1,1,0,0
164.51,146,19,199,0,0,0,0,0,0,0
10.32,6.33,14,174,1,1,0,0,1,0,0
58.67,5.67,7,216,1,0,0,0,0,0,0
60.07,36.67,14,185,1,0,0,0,1,0,0
30.51,21.67,10,171,1,0,0,0,0,0,0
65,25.33,13,223,1,1,1,1,1,0,0
87.54,107.67,23,195,1,0,0,0,1,0,0
30.52,12.67,11,188,1,0,0,1,0,0,0
59.99,0,12,154,1,0,0,1,1,0,0
52.09,19,13,201,1,0,0,0,1,0,0
10.35,0,15,161,1,0,0,1,1,0,0
29.02,2.33,13,160,1,1,0,0,1,0,0
49.99,0,13,203,1,1,0,0,1,0,0
38.09,30.33,9,185,1,0,0,0,0,0,0
58.41,3.33,41,216,1,0,0,1,1,0,0
59.99,4.67,13,189,1,0,0,1,1,0,0
172.73,95.33,8,192,1,0,0,1,1,0,0
30.09,22,12,210,1,0,0,1,0,0,0
72.07,18.67,7,192,1,0,0,0,0,0,0
75.61,19.67,7,197,1,0,0,1,0,0,0
